company_Symbol,year,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,growth_rate
APLP,2012,8.075,64621.02,52.73,17.07,2.96,0.36,2.65,1.36,2.77,25.7,73.89,73.62,55.56,nan,40.73,3.29,5.05,100,1.05,1.05,1.55,33.61,21.52,10.86,0.43,0.36,0.491366552
ARTNA,2016,4.866666667,74497.901,51.62,34.33,26.91,0.18,3.24,9.55,6.82,2.68,54.42,14.59,11.9,nan,35.72,3.25,4.29,69.17,0.76,0.5,0.74,32.64,49.83,11.18,0.19,0.18,0.207263619
ARTNA,2015,5.266666667,72482.854,50.08,32.93,24.78,0.18,3.26,8.77,7.34,6.29,9.57,18.92,17.76,nan,26.87,3.35,5.38,69.34,0.62,0.41,0.78,27.05,41.28,13.5,0.19,0.18,0.153068592
ARTNA,2014,6.175,69710.435,48.82,30.94,21.92,0.18,3.36,7.68,6.9,4.91,10.78,14.52,13.83,nan,32.75,3.94,7.15,70.25,0.55,0.39,0.84,25.64,38.98,14.24,0.19,0.18,0.226206286
ARTNA,2013,7.358333333,66766.067,46.97,20.97,12.02,0.17,3.31,6.92,6.44,-2.11,-8.65,-15.69,-16.81,nan,30.67,3.28,6.33,69.83,0.52,0.33,0.86,28.65,38.06,12.74,0.18,0.17,-0.015686275
ARTNA,2012,8.075,64621.02,48.67,22.47,13.95,0.18,3.31,8.52,7.18,8.44,15.43,45.95,36.14,nan,29.12,3.44,6.37,69.83,0.54,0.37,0.9,27.74,31.66,13.16,0.19,0.18,0.023183237
AY,2016,4.866666667,74497.901,97.23,41.41,0.34,0.09,5.62,-0.26,3.28,22.88,19.3,nan,nan,nan,nan,10.16,11.55,81.98,0.89,0.87,2.73,55.31,1798.17,6.6,0.11,0.09,0.096124031
AY,2015,5.266666667,72482.854,97.06,43.56,-22.05,0.09,5.63,-11.5,0.46,118.06,15.17,nan,nan,nan,nan,8.95,20.03,81.98,0.45,0.45,2.25,47.39,1534.84,7.7,0.1,0.09,0.00311042
AY,2014,6.175,69710.435,97.39,31.99,-6.85,0.05,4.55,-0.23,3.29,71.97,nan,nan,nan,nan,15.7,9.23,7.38,77.76,1.27,1.23,2.21,52.92,2081.02,6.9,0.07,0.05,-0.293923865
ATNI,2016,4.866666667,74497.901,62.38,12.19,9.93,0.43,1.77,1.78,1.88,28.6,-32.82,-28.57,-28.57,nan,29.57,30.66,14.08,36.49,2.45,2.16,0.21,33.7,147.49,10.83,0.9,0.43,-0.310370648
ATNI,2015,5.266666667,72482.854,66.97,21.32,15.81,0.38,1.39,2.5,2.59,5.66,-6.3,-64.82,-65.12,278.48,18.22,49.58,9.77,21.22,5.55,5.11,0.04,47.19,162.14,7.73,0.96,0.38,0.024287358
ATNI,2014,6.175,69710.435,67.64,25.44,25.62,0.38,1.37,7.29,6.89,14.86,34.71,-84.55,-84.73,nan,17.33,48.8,12.04,21.62,4.34,3.64,0.05,49.1,180.75,7.43,1.08,0.38,0.157419737
ATNI,2013,7.358333333,66766.067,66.51,22.44,15.87,0.33,1.34,63.78,63.78,-60.5,-36.61,537.04,529.71,nan,23.67,54.9,15.07,19.9,3.9,3.26,nan,67.33,177.33,5.42,0.83,0.33,0.194802899
ATNI,2012,8.075,64621.02,65.14,17.42,16.13,0.83,2.72,15.57,9.83,-2.35,87.56,124.52,121.99,252.7,27.87,28.12,18.71,60.72,1.61,1.32,0.75,34.85,80.24,10.47,1.59,0.83,0.540997004
AUDC,2016,4.866666667,74497.901,60.69,5.33,5.22,0.77,1.72,14.36,12.07,4.16,186.55,4336.61,nan,8.2,1.01,42.62,23.92,41.89,1.78,1.34,0.08,64.03,47.88,5.7,36.59,0.77,0.159055118
AUDC,2015,5.266666667,72482.854,59.24,1.94,2.25,0.72,1.62,0.29,-0.82,-7.8,-22.71,nan,nan,369.77,1.41,38.91,22.9,38.12,1.7,1.18,0.05,74.01,55.79,4.93,35.18,0.72,0.628205128
AUDC,2014,6.175,69710.435,58.71,2.31,2.18,0.81,1.5,-0.07,-0.82,10.45,27.82,nan,nan,-73.46,1.74,39.09,20.35,33.27,1.92,1.29,0.04,69.21,50.52,5.27,43.02,0.81,-0.140969163
AUDC,2013,7.358333333,66766.067,57.32,2,2.07,0.81,1.66,4.15,3.44,7.64,nan,nan,nan,1162.83,1.16,58.52,21.31,39.87,2.75,2.31,0.09,67.62,43.73,5.4,40.3,0.81,-0.363253857
AUDC,2012,8.075,64621.02,57.41,-2.93,-2.57,0.71,1.69,-4.09,-3.9,-18.18,nan,nan,nan,nan,1.57,49.4,21.33,40.79,2.32,1.8,0.15,79.21,64.47,4.61,36.49,0.71,1.214285714
CDZI,2016,4.866666667,74497.901,100,nan,nan,0.01,nan,nan,nan,35.53,nan,nan,nan,nan,nan,23.25,6.8,180.95,3.42,2.68,nan,100.11,nan,3.64,0.01,0.01,0.14
CDZI,2015,5.266666667,72482.854,-9.87,nan,nan,nan,nan,nan,nan,-9.52,nan,nan,nan,nan,298.03,5.75,3.65,201.95,1.57,1.42,nan,255.74,333.85,1.43,0.01,nan,1.376425856
CDZI,2014,6.175,69710.435,-6.25,nan,nan,0.01,nan,nan,nan,11.63,nan,nan,nan,nan,21.43,24.62,2.78,158.26,8.87,8.69,nan,287.87,580.22,1.27,0.01,0.01,-0.530357143
CDZI,2013,7.358333333,66766.067,-84.39,nan,nan,0.01,nan,nan,nan,-16.85,nan,nan,nan,nan,55.48,19.52,4.02,156.87,4.85,4.72,nan,334.08,588.6,1.09,0.01,0.01,0.609195402
CDZI,2012,8.075,64621.02,-43.92,nan,nan,0.01,nan,nan,nan,-64.48,nan,nan,nan,nan,891.16,4.65,4.68,133.19,0.99,0.82,nan,201.15,709.68,1.81,0.01,0.01,-0.121212121
CWST,2016,4.866666667,74497.901,32.4,7.95,-1.13,0.88,nan,nan,nan,3.39,58.88,nan,nan,27.71,9.6,12.44,13.05,103.88,0.95,0.78,nan,39.2,42.96,9.31,1.41,0.88,0.854955681
CWST,2015,5.266666667,72482.854,29.99,5.18,-1.91,0.84,nan,nan,nan,5.77,26.72,nan,nan,nan,9.15,11.8,13.13,103.31,0.9,0.74,nan,40.18,42.85,9.08,1.36,0.84,1.075250836
CWST,2014,6.175,69710.435,28.74,3.83,-5.13,0.76,nan,nan,2.4,9.29,8.57,nan,nan,nan,10.54,10.89,13.81,101.29,0.79,0.62,nan,37.15,53.4,9.83,1.21,0.76,0.48019802
CWST,2013,7.358333333,66766.067,29.06,3.85,-11.53,0.7,58.45,-390.69,-2.94,-5.3,-39.97,nan,nan,nan,12.03,9.26,13.44,98.28,0.69,0.57,43.86,38.54,55.76,9.47,1.09,0.7,-0.303448276
CWST,2012,8.075,64621.02,32.03,6.35,-16.26,0.73,38.57,-140.53,-6.23,3.17,-10.82,nan,nan,nan,14.18,10.63,13.98,97.4,0.76,0.6,28.92,38.86,49.22,9.39,1.11,0.73,0.324200913
CLNE,2016,4.866666667,74497.901,36.53,-4.38,-3.08,0.42,1.91,-3.15,1.63,4.77,nan,nan,nan,nan,5.87,29.17,10.23,46.26,2.93,2.37,0.65,69.38,36.1,5.26,0.81,0.42,-0.29020979
CLNE,2015,5.266666667,72482.854,32.74,-10.83,-34.83,0.35,3.32,-36.28,-14.26,-10.4,nan,nan,nan,nan,13.38,32.75,25.19,69.11,1.34,1.14,1.4,73.9,50.01,4.94,0.75,0.35,-0.205555556
CLNE,2014,6.175,69710.435,28.01,-12.9,-20.93,0.36,2.65,-18.84,-8.37,21.69,nan,nan,nan,nan,20.1,35.65,10.61,61.39,3.44,2.94,1.29,57.63,45.78,6.33,0.86,0.36,-0.28
CLNE,2013,7.358333333,66766.067,36.23,-14.93,-17.93,0.32,2.43,-12.67,-6.67,5.53,nan,nan,nan,nan,24.61,41.66,9.63,58.74,4.34,3.81,1.16,57.51,59.08,6.35,0.77,0.32,-0.611801242
CLNE,2012,8.075,64621.02,24.05,-22.13,-29.81,0.35,1.8,-18.69,-11.88,14.11,nan,nan,nan,nan,57.75,29.19,11.73,44.12,2.5,1.95,0.55,62.32,54.59,5.86,0.95,0.35,0.034538153
CLFD,2016,4.866666667,74497.901,43.66,14.25,14.46,1.17,1.13,14.07,13.87,24.81,52.19,71.15,73.53,330.6,2.16,72.4,10.41,11.33,6.96,5.66,nan,33.96,21.22,10.75,13.13,1.17,-0.40821256
CLFD,2015,5.266666667,72482.854,41.22,11.69,11.86,1.1,1.12,9.55,9.41,3.93,-17.22,-13.82,-15,-77.12,7.53,70.72,8.74,11.02,8.09,6.35,nan,33.4,22.97,10.93,14.8,1.1,0.543624161
CLFD,2014,6.175,69710.435,42.38,14.67,14.84,1.18,1.11,12.51,12.38,8.79,14.42,14.77,11.11,205.1,2.51,73.36,9.84,9.84,7.46,5.85,nan,40.45,25.82,9.02,27.26,1.18,0.089358245
CLFD,2013,7.358333333,66766.067,41.22,13.95,14.13,1.27,1.16,12.66,12.51,42.37,73.19,-38.53,-40,2.05,1.94,73.68,13.6,13.65,5.42,3.74,nan,37.15,23.97,9.83,36.74,1.27,-0.391798419
CLFD,2012,8.075,64621.02,40.79,11.41,11.68,1.1,1.09,25.29,25.07,6.48,17.06,24.87,25,-28.92,1.58,60.27,7.99,8.09,7.54,5.9,nan,30.45,24.12,11.99,35.8,1.1,3.5077951
CLRO,2016,4.866666667,74497.901,60.63,7.33,7.97,0.54,1.14,3.05,3.05,-15.85,-65.25,-63.93,-63.38,-4.04,1.83,45.55,10.58,12.11,4.31,2.64,nan,61.52,60.61,5.93,31.36,0.54,-0.219298246
CLRO,2015,5.266666667,72482.854,63.53,17.76,18.26,0.63,1.13,8.55,8.55,-0.2,28.68,21.09,22.41,21.03,0.62,49.34,10.27,11.72,4.8,3.05,nan,59.11,50.84,6.17,31.86,0.63,-0.118329466
CTWS,2016,4.866666667,74497.901,nan,31.19,26.31,0.13,3.32,10.17,6.62,2.73,19.17,2.75,1.96,nan,67.59,3.74,7.03,69.91,0.53,0.41,0.83,44.46,nan,8.21,0.17,0.13,0.027931961
CTWS,2015,5.266666667,72482.854,nan,26.89,22.85,0.14,3.21,10.52,7.25,2.15,2.62,6.76,6.25,nan,50,3.77,5.16,68.74,0.73,0.54,0.8,43.67,nan,8.36,0.18,0.14,0.469350171
CTWS,2014,6.175,69710.435,nan,30.59,26.5,0.14,3.22,10.47,7.38,2.78,-9.93,16.69,15.66,nan,48.57,5.39,3.52,68.79,1.53,0.96,0.85,47.19,nan,7.73,0.19,0.14,0.047395977
CTWS,2013,7.358333333,66766.067,100,30.54,19.97,0.15,3.19,9.54,6.85,9.12,42.47,33.94,8.5,nan,36.4,7.43,3.6,68.53,2.06,1.69,0.89,47.61,nan,7.67,0.2,0.15,0.021965643
CTWS,2012,8.075,64621.02,100,23.39,16.27,0.16,3.14,8.99,6.8,20.8,26.02,20.71,18.6,nan,72.05,6.28,2.74,67.99,2.29,2.01,0.97,43.45,nan,8.4,0.21,0.16,0.192411014
CNSL,2016,4.866666667,74497.901,56.57,12.01,5.13,0.35,12.24,7.17,3.82,-4.2,0.09,nan,nan,9.15,16.85,6.36,7.19,91.81,0.89,0.69,8.05,30.71,10.94,11.88,0.69,0.35,-0.545996276
CNSL,2015,5.266666667,72482.854,57.67,11.5,0.27,0.36,8.71,-0.31,2.82,22.02,-2.19,nan,nan,8.2,17.27,5.91,6.76,88.49,0.88,0.75,5.61,34.44,15.48,10.6,0.7,0.36,0.281622912
CNSL,2014,6.175,69710.435,61.83,16.2,4.47,0.32,6.89,6.41,4.46,5.68,-12.03,-51.1,-53.95,38.24,17.15,6.04,7.04,85.46,0.86,0.66,4.21,37.2,15.16,9.81,0.63,0.32,-0.247215235
CNSL,2013,7.358333333,66766.067,63.02,17.36,7.89,0.34,11.82,22.03,6.19,19.49,84.05,446.29,406.67,23.58,17.85,5.02,6.75,91.52,0.75,0.57,8.2,33.56,19.73,10.88,0.67,0.34,0.417727967
CNSL,2012,8.075,64621.02,63.19,11.02,1.18,0.34,13.6,6.47,5.67,34.52,-9.97,-78.64,-82.95,-47.35,16.13,6.05,8.05,92.63,0.75,0.61,9.16,34.1,30.93,10.7,0.81,0.34,0.233815211
CWCO,2016,4.866666667,74497.901,41.9,9.63,3.87,0.36,1.12,2.72,2.39,1.33,-34.18,-47.32,-47.06,nan,5.98,37.21,4.31,6.12,9.11,8.61,nan,82.08,52.8,4.45,1.06,0.36,0.161290323
CWCO,2015,5.266666667,72482.854,40.81,14.83,13.88,0.35,1.11,5.25,4.48,-12.88,31.06,20,21.43,-244,5.45,40.49,8.33,8.47,4.96,4.26,nan,68.07,57.6,5.36,1,0.35,-0.113562092
CWCO,2014,6.175,69710.435,35.8,9.86,10.32,0.4,1.14,4.48,3.61,2.72,-15.67,-27.1,-27.59,nan,7.19,37.06,10.25,10.4,3.68,3.11,nan,85.75,56.41,4.26,1.11,0.4,0.146067416
CWCO,2013,7.358333333,66766.067,36.83,12,14.33,0.4,1.19,6.29,5.9,-2.49,-36.92,-7.74,-9.38,nan,6.76,40.87,14.49,14.66,2.87,2.66,nan,90.2,58.96,4.05,1.05,0.4,-0.242553191
CWCO,2012,8.075,64621.02,33.6,11.38,14.7,0.42,1.12,7.09,6.36,18.67,126.15,52.38,52.38,nan,6.99,40.72,5.84,9.64,7.06,6.55,0.04,58.71,44.03,6.22,1.04,0.42,0.905405405
DZSI,2016,4.866666667,74497.901,27.24,-8.88,-9.21,1.49,2.19,-30.47,-21.56,49.18,nan,nan,nan,-26.38,0.91,85.65,46.72,54.18,1.84,1.22,0.1,96.95,68.7,3.76,39.32,1.49,7.990291262
DZSI,2015,5.266666667,72482.854,25.78,-2.14,-2.23,1.65,1.66,-5.89,-4.83,-16.44,nan,nan,nan,nan,0.59,97.16,36.71,39.7,2.65,1.84,nan,105.28,64.1,3.47,79.87,1.65,0.072916667
DZSI,2014,6.175,69710.435,29.3,2.3,2.31,1.75,1.91,-11.49,-8.99,-1.36,nan,nan,nan,nan,0.61,97.84,44.72,47.74,2.19,1.41,nan,95.72,56.57,3.81,128.07,1.75,-0.457627119
DZSI,2013,7.358333333,66766.067,37.74,3.64,3.56,1.83,1.91,12.41,9.64,5.95,nan,nan,nan,nan,0.41,98.65,43.94,47.7,2.25,1.55,nan,88.3,47.76,4.13,187.93,1.83,-0.668539326
DZSI,2012,8.075,64621.02,31.45,-7.56,-7.71,1.62,1.93,-25.23,-18.48,-7.32,nan,nan,nan,nan,0.31,98.72,42.23,48.25,2.34,1.42,nan,90.82,43.9,4.02,193.76,1.62,10.36170213
FTR,2016,4.866666667,74497.901,62.26,15.91,-7,0.32,6.42,-11.65,1.46,59.54,44.24,nan,nan,-39.5,15.75,5.71,8.42,84.42,0.68,0.64,3.89,30.96,63.33,11.79,0.76,0.32,-0.866666667
FTR,2015,5.266666667,72482.854,65.44,17.63,-6.47,0.24,4.82,-6.88,1.97,16.84,2.02,nan,nan,-24.74,15.48,37.41,6.99,79.27,5.35,0.84,2.76,36.96,80.15,9.88,0.65,0.24,-0.276231263
FTR,2014,6.175,69710.435,66.83,20.2,3.42,0.27,5.19,3.45,5.44,0.23,-1.46,17.78,18.18,-32.4,14.42,7.83,7.97,80.72,0.98,0.94,2.59,37.69,81.41,9.68,0.6,0.27,-0.299850075
FTR,2013,7.358333333,66766.067,68.19,20.5,3.42,0.28,4.1,2.76,4.63,-4.99,-1.15,-17.42,-15.38,14.8,13.33,9.73,7.82,75.62,1.24,1.18,1.94,36.84,281.71,9.91,0.65,0.28,0.434408602
FTR,2012,8.075,64621.02,68.57,21.33,4.57,0.28,4.32,3.19,4.56,-4.41,9.73,-8.67,-13.33,0.28,16.01,11.77,8.77,76.82,1.34,1.2,2.04,41.87,299.11,8.72,0.67,0.28,0.086448598
FTRPR,2016,4.866666667,74497.901,62.26,15.91,-7,0.32,6.42,-11.65,1.46,59.54,44.24,nan,nan,-39.5,15.75,5.71,8.42,84.42,0.68,0.64,3.89,30.96,63.33,11.79,0.76,0.32,-0.847777153
FTRPR,2015,5.266666667,72482.854,65.44,17.63,-6.47,0.24,4.82,-6.88,1.97,16.84,2.02,nan,nan,-24.74,15.48,37.41,6.99,79.27,5.35,0.84,2.76,36.96,80.15,9.88,0.65,0.24,-0.223848002
GWRS,2016,4.866666667,74497.901,nan,19.5,-12.75,0.13,15.72,-16.39,3.86,-6.75,-19.26,nan,nan,nan,28.82,10.36,4.56,93.64,2.27,2.19,7.53,15.94,nan,22.9,0.15,0.13,0.026373626
INFN,2016,4.866666667,74497.901,45.25,-2.96,-3.35,0.72,1.57,-3.14,-1.78,-1.87,nan,nan,nan,nan,4.98,60.94,18.07,36.4,3.37,2.1,0.18,70.6,59.39,5.17,7.38,0.72,-0.254416961
INFN,2015,5.266666667,72482.854,45.5,6.74,5.87,0.87,1.6,8.27,8.15,32.73,118.48,276.4,227.27,609.9,4.74,54.24,19.57,37.08,2.81,1.94,0.16,70.15,58.19,5.2,9.22,0.87,-0.531456954
INFN,2014,6.175,69710.435,43.15,4.09,2.46,0.88,1.7,3.04,3.74,22.78,nan,nan,nan,-9.01,3.46,79.69,21.31,41.09,3.74,2.76,0.24,69.72,48.72,5.23,8.29,0.88,0.230978261
INFN,2013,7.358333333,66766.067,40.18,-4.44,-5.6,0.89,1.68,-8.3,-5.49,24.1,nan,nan,nan,nan,3.87,76.91,20.11,40.39,3.82,2.83,0.26,69.66,56.78,5.24,6.8,0.89,0.505112474
INFN,2012,8.075,64621.02,35.94,-18.93,-18.96,0.83,1.48,-22.94,-23.18,8.29,nan,nan,nan,nan,5.79,81.32,27.27,32.57,2.98,2.02,nan,78.11,71.65,4.67,5.58,0.83,0.683304647
IGLD,2016,4.866666667,74497.901,nan,18.66,8.74,0.47,105.81,-400,3.28,0.99,-6.65,nan,nan,1.59,14.04,21.3,24.51,98.92,0.99,0.94,63.1,64.23,nan,5.68,1.41,0.47,-0.289915966
IGLD,2015,5.266666667,72482.854,nan,20.19,14.32,0.45,nan,nan,nan,10.27,-32.08,nan,nan,-19.86,16.37,22.34,27.15,100.47,0.94,0.86,nan,73.77,nan,4.95,1.45,0.45,0.081818182
IGLD,2014,6.175,69710.435,nan,22.53,18.9,0.42,nan,nan,nan,-5.31,-6.08,nan,nan,-13.94,14.08,31.64,21.36,100.98,1.72,1.66,nan,98.31,nan,3.71,1.38,0.42,0.62962963
IGLD,2013,7.358333333,66766.067,nan,21.84,14.47,0.43,nan,nan,nan,-6.96,63.9,nan,nan,18.56,12.84,28.34,22.59,100.47,1.48,1.4,nan,58.65,nan,6.22,1.42,0.43,-0.211448598
IGLD,2012,8.075,64621.02,100,31.11,12.41,0.43,nan,nan,nan,-9.65,30.36,nan,nan,93.62,14.98,26.14,25.51,100.47,1.22,0.96,nan,61.81,nan,5.91,1.46,0.43,1.532544379
CALL,2016,4.866666667,74497.901,78.5,-77.65,-77.55,1,1.49,-84.42,-66.14,47.17,nan,nan,nan,nan,4.96,81.73,17.19,32.9,4.75,4.13,0.23,34.92,263.61,10.45,11.38,1,0.126666667
CALL,2015,5.266666667,72482.854,76.87,-135.62,-112.43,0.74,1.2,-103.53,-104,102.52,nan,nan,nan,nan,2.46,65.62,13.79,16.63,4.76,3.94,nan,26.89,190.39,13.58,5.71,0.74,-0.206349206
CALL,2014,6.175,69710.435,72.68,-340.52,-338.98,0.35,2.16,-226.99,-228.02,197.81,nan,nan,nan,nan,33.58,63.47,50.01,53.61,1.27,1.16,nan,23.75,131.65,15.37,3.57,0.35,0.163793103
CALL,2013,7.358333333,66766.067,68.37,-685.74,-684.1,0.12,1.81,-115.67,-115.95,619.74,nan,nan,nan,nan,18.83,60,10.89,44.71,5.51,5.25,nan,21.02,183.55,17.37,2.1,0.12,-0.318219983
CALL,2012,8.075,64621.02,38.16,nan,nan,0.01,1.28,-36.7,-36.91,24.59,nan,nan,nan,nan,247.37,59.13,5.51,21.93,10.73,10.09,nan,626.74,1642.5,0.58,0.34,0.01,-0.345604396
MTSL,2016,4.866666667,74497.901,50.8,-10.24,-40.57,0.82,6.61,-130.38,-130.38,-4.49,nan,nan,nan,nan,3.62,63.44,76.07,84.86,0.83,0.74,nan,127.15,194.91,2.87,78.5,0.82,1.318681319
MTSL,2015,5.266666667,72482.854,42.81,-8.1,-32.1,0.89,3.58,-80.45,-80.45,108.21,nan,nan,nan,nan,3.53,38.31,40.3,72.08,0.95,0.91,nan,62.82,77.02,5.81,105.84,0.89,0.083333333
MTSL,2014,6.175,69710.435,59.06,-21.81,-23.15,0.6,1.93,-25.17,-25.17,-43.35,nan,nan,nan,nan,0.58,57.86,41.26,48.29,1.4,1.24,nan,39.31,32.05,9.29,46.95,0.6,-0.151515152
MTSL,2013,7.358333333,66766.067,67.74,13.69,14.18,1.05,1.76,22.09,21.37,-4.98,-16.41,2.93,nan,236.83,0.5,60.77,36.28,43.3,1.68,1.66,nan,29.4,24.17,12.42,58.28,1.05,-0.61627907
MTSL,2012,8.075,64621.02,65.76,15.56,16.01,1.26,2,29.06,28.23,9.36,409.23,252.97,233.33,-39.96,1.43,53.75,42.75,49.94,1.26,1.14,nan,26.7,24.57,13.67,64.66,1.26,-0.273239437
NIHD,2016,4.866666667,74497.901,52.3,-10.63,-41.16,0.69,nan,-490.46,-29.36,-11.7,nan,nan,nan,nan,7.91,52.03,30.28,103.66,1.6,0.96,nan,54.66,49.04,6.68,7.05,0.69,-0.804651163
NIHD,2015,5.266666667,72482.854,60.01,-14.42,-156.01,0.47,8.54,-181.02,-94.18,nan,nan,nan,nan,nan,7.94,54.53,62.97,88.3,0.86,0.58,1.3,55.29,52.33,6.6,2.88,0.47,-0.574257426
OPTT,2016,4.866666667,74497.901,5.25,nan,nan,0.05,2.93,-136.64,-134.64,-82.83,nan,nan,nan,nan,3.42,94.28,59.59,65.91,1.58,1.51,0.02,674.12,198.26,0.54,2.63,0.05,-0.627118644
OPTT,2015,5.266666667,72482.854,-13.79,-347.99,-349.82,0.14,1.2,-59.39,-58.86,173.9,nan,nan,nan,nan,1.86,96.56,15.34,18.71,6.16,5.94,nan,18.32,33.37,19.92,14.12,0.14,0.404761905
OPTT,2014,6.175,69710.435,-0.76,-929.71,-863.1,0.05,1.34,-46.91,-46.32,-58.55,nan,nan,nan,nan,1.82,92.93,24.01,25.96,3.83,3.11,0.01,134.55,122.21,2.71,2.94,0.05,-0.666666667
OPTT,2013,7.358333333,66766.067,3.74,-451.29,-450.1,0.12,1.36,-58.23,-57.32,-36.98,nan,nan,nan,nan,10.91,86.37,22.51,26.84,3.81,3.78,0.01,93.92,49.85,3.89,5.22,0.12,-0.671875
OPTT,2012,8.075,64621.02,0.95,-288.52,-283.06,0.13,1.17,-38.52,-38.02,-14.24,nan,nan,nan,nan,12.67,90.42,13.3,14.24,6.79,6.62,0.01,74.73,53.48,4.88,7.78,0.13,-0.102803738
OHGI,2016,4.866666667,74497.901,-19.75,-615.41,-708.54,0.07,1.21,-132.8,-83,-55.79,nan,nan,nan,nan,0.28,16.39,6.25,17.61,2.62,1.57,0.14,334.84,113.34,1.09,32.45,0.07,3.666666667
OHGI,2015,5.266666667,72482.854,-181.82,nan,nan,0.12,2.64,-81.12,-57.88,5.42,nan,nan,nan,nan,nan,18.64,37.32,62.09,0.5,0.38,nan,538.8,50.82,0.68,23.41,0.12,-0.74137931
OHGI,2014,6.175,69710.435,-45.37,-365.6,-412.27,0.07,1.62,-47.67,-34.82,-70.09,nan,nan,nan,nan,69.97,35.99,3.49,38.26,10.31,9.59,0.29,1504.79,63.84,0.24,9.95,0.07,-0.417085427
OHGI,2013,7.358333333,66766.067,56.03,-43.13,-42.54,0.22,1.45,-11.61,-9.45,-43.75,nan,nan,nan,nan,22.86,52.53,7.04,30.38,7.55,7.22,0.16,582.06,98.62,0.63,19.44,0.22,-0.542528736
OHGI,2012,8.075,64621.02,73.06,-2.41,-7.67,0.4,1.4,-3.69,-1.38,nan,nan,nan,nan,nan,14.74,41.97,24.2,27.44,1.77,1.74,0.01,291.17,98.36,1.25,28.91,0.4,-0.758333333
OTEL,2016,4.866666667,74497.901,73.66,24.95,25.74,0.65,1.42,20.78,19.73,1.81,6.18,140.59,138.46,-28.96,29.39,25.97,31.24,32.42,0.8,0.69,0.01,59.98,421,6.08,1.07,0.65,1.102362205
OTEL,2015,5.266666667,72482.854,66.99,26.95,25.87,0.63,1.47,8.73,8.17,6.87,-6.48,-60.38,-60.12,9.61,27.01,28.9,32.01,34.75,0.86,0.77,0.02,62.01,429.14,5.89,1.11,0.63,-0.096728307
OTEL,2014,6.175,69710.435,67.09,27.11,28,0.61,1.46,22.18,20.83,3.97,7.38,2.61,2.52,-25.87,30.58,30.7,27.57,31.66,1.11,0.99,0.04,60.98,725.24,5.99,1.12,0.61,0.443531828
OTEL,2013,7.358333333,66766.067,80.93,26.25,27.58,0.62,1.42,23.04,21.47,0.87,-5.45,2.63,2.58,-18.63,18.6,33.3,23.51,28.87,1.42,1.3,0.05,55.77,842.47,6.54,1.18,0.62,-0.134991119
OTEL,2012,8.075,64621.02,85.01,27.24,27.19,0.64,1.45,23.34,21.64,1.39,4.56,4.13,4.03,20.42,16.94,31.61,25.66,30.09,1.25,1.14,0.04,55.34,575.27,6.6,1.18,0.64,3.201492537
OTTR,2016,4.866666667,74497.901,24.74,13.83,10.22,0.43,2.85,9.77,7.1,3.04,1.73,5.01,1.9,nan,20.07,10.88,11.28,64.96,0.96,0.44,0.75,29.8,53.97,12.25,0.56,0.43,0.089460784
OTTR,2015,5.266666667,72482.854,23.48,14.01,10.29,0.43,3.01,10.08,7.24,-2.43,9.73,2.81,0.64,nan,20.53,11.35,14.9,66.77,0.76,0.35,0.74,28.82,60.1,12.66,0.59,0.43,0.532106647
OTTR,2014,6.175,69710.435,21.3,12.45,9.19,0.47,3.13,10.42,7.84,-10.53,2.77,13.48,12.95,nan,20.47,17.15,11.26,68.02,1.52,0.45,0.87,32.82,63.96,11.12,0.66,0.47,-0.139857881
OTTR,2013,7.358333333,66766.067,21.98,12.68,8.22,0.56,2.98,9.53,7.46,3.97,17.45,nan,nan,nan,22.12,15.7,14.59,66.49,1.08,0.5,0.73,35.69,50.8,10.22,0.81,0.56,0.057738299
OTTR,2012,8.075,64621.02,23,13.34,7.49,0.52,3.07,-1.1,2.44,-20.28,47.51,nan,nan,nan,16.3,20.2,10.8,67.42,1.87,0.99,0.81,44.11,52.69,8.27,0.81,0.52,0.1708
PTNR,2016,4.866666667,74497.901,17.49,-1.95,2.48,0.66,4.68,4.88,3.28,-13.79,nan,nan,nan,33.04,5.53,45.01,30.92,78.62,1.46,1.38,1.98,105.41,87.13,3.46,2.7,0.66,0.31130064
PTNR,2015,5.266666667,72482.854,15.54,-0.02,-0.88,0.74,5.42,-3.89,1.9,-6.57,nan,nan,nan,8.48,8.73,39.54,31.94,81.54,1.23,1.15,2.5,89.01,79.84,4.1,2.67,0.74,0.073226545
PTNR,2014,6.175,69710.435,22.3,9.09,5.48,0.8,5.29,16.94,5.6,-2.63,-0.57,20,20.93,-50.9,9.82,33.06,25.2,81.1,1.31,1.19,2.85,82.91,83.54,4.4,2.55,0.8,-0.136363636
PTNR,2013,7.358333333,66766.067,22.33,7.3,4.38,0.76,6.27,16.72,5.9,-18.9,-53.32,-71.76,-71.99,-12.28,10.67,31.04,25.04,84.07,1.24,1.15,3.6,98.86,88.23,3.69,2.39,0.76,-0.460554371
PTNR,2012,8.075,64621.02,27.66,13.53,11.32,0.83,8.66,81.99,12.25,-20.38,-32.86,7.9,8.1,13.04,8.97,33.04,23.76,88.45,1.39,1.31,5.47,95.48,83.71,3.82,2.76,0.83,0.568561873
