Property-Casualty Insurers
Finance/Investors Services
Other Specialty Stores
Savings Institutions
Major Banks
"Computer Software: Programming, Data Processing"
Computer Software: Prepackaged Software
Diversified Commercial Services
Electric Utilities: Central
Telecommunications Equipment
Homebuilding
Major Chemicals
Industrial Machinery/Components
Major Pharmaceuticals
Medical/Dental Instruments
Biotechnology: Biological Products (No Diagnostic Substances)
Oil & Gas Production
Semiconductors
Multi-Sector Companies
Medical Specialities
Biotechnology: Laboratory Analytical Instruments
Other Pharmaceuticals
Biotechnology: In Vitro & In Vivo Diagnostic Substances
n/a
EDP Services
Medical/Nursing Services
Office Equipment/Supplies/Services
Auto Parts:O.E.M.
Water Supply
Electrical Products
Aerospace
Real Estate Investment Trusts
Business Services
Air Freight/Delivery Services
Radio And Television Broadcasting And Communications Equipment
Advertising
Farming/Seeds/Milling
Industrial Specialties
Coal Mining
Services-Misc. Amusement & Recreation
Computer Communications Equipment
Other Consumer Services
Catalog/Specialty Distribution
Television Services
Rental/Leasing Companies
Finance: Consumer Services
Life Insurance
Ordnance And Accessories
Railroads
Metal Fabrications
Forest Products
Automotive Aftermarket
Biotechnology: Commercial Physical & Biological Resarch
Banks
Professional Services
Computer Manufacturing
Home Furnishings
Biotechnology: Electromedical & Electrotherapeutic Apparatus
Agricultural Chemicals
Trucking Freight/Courier Services
Natural Gas Distribution
Motor Vehicles
Specialty Insurers
Restaurants
Clothing/Shoe/Accessory Stores
Finance Companies
Construction/Ag Equipment/Trucks
Military/Government/Technical
Computer peripheral equipment
Transportation Services
Commercial Banks
RETAIL: Building Materials
Broadcasting
Investment Bankers/Brokers/Service
Packaged Foods
Real Estate
Specialty Foods
Oil Refining/Marketing
Hotels/Resorts
Building Materials
Hospital/Nursing Management
Integrated oil Companies
Publishing
Electronic Components
Marine Transportation
Textiles
Environmental Services
Pollution Control Equipment
Beverages (Production/Distribution)
Consumer Specialties
Aluminum
Medical Electronics
Apparel
Movies/Entertainment
Engineering & Construction
Specialty Chemicals
Diversified Financial Services
Precious Metals
Containers/Packaging
Consumer Electronics/Video Chains
Recreational Products/Toys
Food Distributors
Department/Specialty Retail Stores
Shoe Manufacturing
Oilfield Services/Equipment
Newspapers/Magazines
Miscellaneous manufacturing industries
Food Chains
Plastic Products
Investment Managers
Building operators
Building Products
Retail: Computer Software & Peripheral Equipment
Paper
Diversified Electronic Products
Steel/Iron Ore
Miscellaneous
Books
Consumer Electronics/Appliances
Package Goods/Cosmetics
Auto Manufacturing
Ophthalmic Goods
Precision Instruments
Meat/Poultry/Fish
Accident &Health Insurance
Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Power Generation
Other Transportation
Fluid Controls
Oil/Gas Transmission
Paints/Coatings
Wholesale Distributors
Consumer: Greeting Cards
Electronics Distribution
Tools/Hardware
Tobacco
General Bldg Contractors - Nonresidential Bldgs
